comedian,tags,text
Amy Schumer,,"I feel like you know what you're going to be good at when you're older based on what you like when you're younger. When I was younger my best friend was Tony, this kid Tony, and he loved rocks. He was always playing with rocks, counting them, and now he's a crack head."
Amy Schumer,,"It's work having a vagina. Guys don't think that its work but it is. You think it shows up like that to the event? It doesn't. Every night it's like getting it ready for its first Quinceanera, believe me."
Amy Schumer,,"My mom is very good at being passive-aggressive, and my Dad is a total wise-ass, so I think the mixture of the two of them is my comedy."
Amy Schumer,birthday,There's nothing more awkward than going to the first birthday party of a little girl when you told her mom to get rid of her - because the kid can tell.
Amy Schumer,parents,"You know what they say: 'Once you go black, your parents don't talk to you anymore.'"
Amy Schumer,,"I've always been really dark, and drawn to darker humor. Nothing has been forced, and I don't say anything for shock value."
Amy Schumer,,My background is in theater. I was a theater major in college.
Amy Schumer,,"Don't feel bad for me. I think I'm, like, so pretty."
Amy Schumer,,"I asked for a glass of Chardonnay. And in a 9/11-like twist, they didn't have any. They offered me Pinot."
Amy Schumer,,"You know what the worst part about my drinking is? When I'm drunk I slur. You know, like I say racial slurs. Wow, nobody likes that at a barbeque."
Amy Schumer,stuff,I like to create stuff. I like to express myself through jokes.
Amy Schumer,asians,"Out of nowhere she tells me that Oliver Stone - you know, the director - she's like, 'He has this huge Asian fetish, and I find it totally offensive.' And I'm like, 'Why, Kwan? That sounds awesome.' She's like, 'I'm offended because I'm Asian.' And I was just like, 'Well, I'm sorry, but I didn't even notice that. I thought you were just really tired.'"
Amy Schumer,masturbation,"I walked in on him masturbating. He's like, 'Are you mad?' I'm like, 'Uh no, but you seem to be. Holy shit. Does it owe you money?'"
Amy Schumer,,I'll never forget the day I realized I wasn't quite the Ford model I thought I was.
Amy Schumer,,There's a plastic bag whirling around in the wind. Is it a bag full of shit?
Amy Schumer,,"Very neat for a boy; always cleaned up his mess, no matter where he got it on me. He's Hispanic, so he's like, 'Now who's the wetback?' I'm like, 'Hey, still you. Get back in the kitchen, those dishes aren't going to do themselves.'"
Amy Schumer,,Want me to Stevie Wonder my way to the bathroom?
Amy Schumer,,"She's always bragging about the dumbest stuff. The other day she was telling me, she's like, 'You know I can still fit in my wedding dress.' I was like, 'Oh my god, who cares, right?' I mean it is weird that she's the same size now as she was when she was 8 months pregnant."
Amy Schumer,new york,"In New York I'm, like, a six - seven with all the padding. But in Miami, I was like a negative three. People were like, 'What the fuck is that?' Throwing up on their motorized wheelchairs. Children were crying. I was like, 'Beyonce calls it jelly.' They were like, 'That's cottage cheese, bitch. Do some lunges.'"
Amy Schumer,,"I feel very comfortable in my own skin. When someone makes jokes about me being heavy, it makes me mad. It's not true. I'm right where I should be."
Amy Schumer,honesty,"You have to pretend like you want to use a condom. I like to say something fun when I bring it up, but honest. I'll be like, 'You're going to want to wear this. I've had a busy month.'"
Amy Schumer,,"The kids didn't call me Amy Schumer; they called me Amy Jewmer. One summer, I'll never forget this, all the kids took turns throwing handfuls of pennies at me. I know, I was like, 'Excuse me - this is awesome!'"
Amy Schumer,school,I finally just slept with my high school crush. But I swear; now he expects me to go to his graduation - like I know where I'm going to be in three years.
Amy Schumer,,"It's work having a vagina. Guys don't think that its work but it is. You think it shows up like that to the event? It doesn't. Every night it's like getting it ready for its first Quinceanera, believe me."
Amy Schumer,"advertising,hate","I hate false advertising, like 'Skittles: taste the rainbow.' No one's ever been like, 'Rainbow, right you guys?' Or what's Reese's? 'There's no wrong way to eat a Reese's.' Oh, really? Tell that to my uncle who used to put them in my underwear. Alright, maybe your uncles didn't love you."
Amy Schumer,,"I think of myself as a fairly attractive girl and always have, thanks to my mom. I was brought into this world thinking I was gorgeous because my mother was extremely devoted to this notion."
Amy Schumer,,"Hey! Just at the cemetery, thinkin' boutcha."
Andrew Dice Clay,,If it smells like fish its a dish. If it smells like cologne leave it alone.
Andrew Dice Clay,"men,money,dating","Don't most men actually think that the more money they spend on a date, the more fingers they get to stick in your pussy before they kiss you goodnight?"
Andrew Dice Clay,,People are taking the act too seriously. The Diceman character is a macho moron. It's juvenile comedy. I just like to make people laugh.
Andrew Dice Clay,,"Twinkle twinkle little star, Will she blow me in the car. I bought her dinner, she had fun. My balls are boiling, I'd like to come."
Andrew Dice Clay,sex,"Life is like sex, baby - the more you put in, the more you get out. End of story."
Andrew Dice Clay,,"C'mon baby, lose the bra."
Andrew Dice Clay,,Mother Goose? Yeah I fucked her.
Andrew Dice Clay,,Little Boy Blue - He needed the money.
Andrew Dice Clay,"gays,football","I think the best part of being gay is when you're done, you could turn over and talk about football."
Andrew Dice Clay,,What am I looking at? I want to eat you like a tossed fucking salad!
Andrew Dice Clay,care,"When you jerk off, you’re saying “Hey, I care about me.”"
Andrew Dice Clay,,"Jack and Jill went up the hill Both with a buck and a quarter, Jill came down with $2.50."
Andrew Dice Clay,pain,"I don't drink to get happy or to forget the pain. I drink to stop the voices in my head. Do you know what's so bad about them, they stutter. Ddddave... Kkkikikill your papapaparents!"
Andrew Dice Clay,"husband,girlfriends","I'm not the greatest husband - I've got a girlfriend. It doesn't really please my wife, but then if I was looking to please her I wouldn't have a girlfriend. I mean she knows about it, and I guess she's okay with it. Plus my kids like both of them."
Andrew Dice Clay,,"I like a bush. A nice big, hairy, stinky, smelly fucking bush. And I hate when they put cologne on it. They dummy it up with cologne like you don’t know where you are. I like that nice natural scent of salmon."
Andrew Dice Clay,girlfriends,"If my girlfriend brings home a nice looking friend of hers, I fuck her on principal. You know what I mean? Don't throw another bush in front of my face. What do you think I'm gonna do? Talk to it? I'm gonna bang it."
Andy Kaufman,television,"While all the other kids were out playing ball and stuff, I used to stay in my room and imagine that there was a camera in the wall. And I used to really believe that I was putting on a television show and that it was going out to somewhere in the world."
Andy Kaufman,,I was just teasing in fun...
Andy Kaufman,,"When you go through a tunnel - you're going on a train - you go through a tunnel, the tunnel is dark, but you're still going forward. Just remember that. But if you're not going to get up on stage for one night because you're discouraged or something, then the train is going to stop. Everytime you get up on stage, if it's a long tunnel, it's going to take a lot of times of going on stage before things get bright again. You keep going on stage, you go forward. Every night you go on stage."
Andy Kaufman,,We're hoping that this will also be the key to starting community events in a place where the whole community can come together. We've been working with the town on the total renovation.
Andy Kaufman,,"That was part of the whole original concept. We were thinking, it's off-season, let's do a really fun, local-oriented event, raise money for good causes and bring some music to the valley."
Andy Kaufman,audience,"When I perform, it's very personal. I'm sharing things I like, inviting the audience into my room."
Andy Kaufman,age,"My mother sent me to psychiatrists since the age of four because she didn't think little boys should be sad. When my brother was born, I stared out the window for days. Can you imagine that?"
Andy Kaufman,,I never told a joke in my life.
Andy Kaufman,,There's no way to describe what I do. It's just me.
Andy Kaufman,business,"I try to please people, to give them a good time, but I refuse to make my act conform to traditional show-biz standards of entertainment. There's a little voice that says, 'Oh, no, you can't do that, that's breaking all the rules.' That's the voice of show business. Then this other little voice says, 'Try it.' And most of the time, when the voice comes on and says, 'No,' that's the time it works."
Andy Kaufman,"criticism,satire","The critics try to intellectualize my materiel. There's no satire involved. Satire is a concept that can only be understood by adults. My stuff is straight, for people of all ages."
Andy Kaufman,wrestling,There's no drama like wrestling.
Andy Kaufman,,Pure entertainment is not an egotistical lady singing boring songs onstage for two hours and people in tuxes clapping whether they like it or not. It's the real performers on the street who can hold people's attention and keep them from walking away.
Andy Kaufman,"wrestling,audience","Whenever I play a role, whether it's good or bad, an evil person or nice person, I believe in being a purist and going all the way with the role. If I'm going to be a villainous wrestler, I believe in going all the way with it and not breaking character and not giving away to the audience that I'm playing a role. I believe in playing it straight to the hilt."
Andy Kaufman,,"I just want real reactions. I want people to laugh from the gut, be sad from the gut, or get angry from the gut."
Andy Kaufman,wrestling,"If I play my cards right, I could bring network wrestling back to TV. Unfortunately, to most people, wrestling is a laughingstock. But fortunately, I'm reaching people who otherwise wouldn't watch it."
Andy Kaufman,people,"What's real? What's not? That's what I do in my act, test how other people deal with reality."
Andy Kaufman,comedians,"I am not a comic, I have never told a joke. I don't even watch comedians. The comedian's promise is that he will go out there and make you laugh with him. I've never done that in my life. My only promise is that I will try to entertain you as best I can. I can manipulate people's reactions. There are different kinds of laughter. Gut laughter is where you don't have a choice, you've got to laugh. Gut laughter doesn't come from the intellect. And it's much harder for me to evoke now, because I'm known. They say, ""Oh wow, Andy Kaufman, he's a really funny guy."" But I'm not trying to be funny. I just want to play with their heads."
Andy Kindler,california,"I noticed whenever you call information, 411, there's always a computer voice, and they go, 'What number would you like? City and state, please.' 'Yeah, I'd like the number of Macy's in Century City, California.' 'Did you say 'pretzel nuggets'?'"
Andy Kindler,,"I love whenever they downgrade a hurricane to a tropical depression, because I always think of a tropical depression as how I feel three songs into a Jimmy Buffett concert."
Andy Kindler,"life,sex","Now we have two choices in life: have sex with the same person forever or risk a terminal disease. Either way, your life is over."
Andy Kindler,,"I don't want to compare the Republicans to Nazis. I'm just saying, Dick Cheney would have had a nice time in Nazi Germany."
Andy Kindler,,"It's the same thing every week - every week. What do you think's going to happen? Oh, that guy's got a unibrow. You think they're going to talk about that? He's got cinder block bookshelves. You think that's going to come up?"
Andy Kindler,,Larry the Cable Guy has signed a deal with Cracker Barrel. Not the store. He signed a deal with a barrel full of angry rednecks.
Andy Kindler,,"When I was 8 years old, I entertained friends with my alligator hand puppet. Where’s my room in Vegas?"
Andy Kindler,,"You know what's ironic is that I am against the death penalty, and yet, my porno name is Lethal Injection. Isn't that weird?"
Andy Kindler,,"I don't know if it's the weather or what's going on - the summer or something like that - but recently I've been feeling extremely bisexual. I don't know what it is. I don't know what's going on, but I walked down the street and, suddenly, the ladies are looking awfully good to me."
Andy Kindler,,"I’m no sellout, literally."
Andy Kindler,stupidity,Yesterday someone asked me in interviews why I was so self-deprecating. I told them it’s because I’m a stupid idiot who doesn’t deserve self esteem.
Andy Kindler,,I believe at the end of my career I’ll be retired into the recurring character hall of fame.
Andy Kindler,,"I don’t believe in burning holy books, but I am organizing a protest. I’ll be burning all my Dennis Miller VHS cassettes as a special protest. I don’t want to hear the introduction ‘you may have seen our next comedian on the Hannity show’."
Andy Kindler,,Someone told me Sean Hayes has agreed to star in the new version of the Three Stooges. The stars are starting to align.
Andy Kindler,,"Many Zookeeper sequels in the works. Paul Blart Mall Keeper, Kevin James interacts with talking berets at Lids. Then there’s Morning Zookeepers, where he’s a morning deejay and interacting with talking animals."
Andy Kindler,,"Here's a guy who's never faced combat or anything in his life - or really had a tough day - and he's like, 'Bring it on,' I love that. He's like, 'Ya got a problem? Bring it on. Over there. In Iraq. Where the troops are.'"
Andy Kindler,,Entertainment Weekly said that Parks and Rec is the smartest comedy on tv. Call me when it’s the funniest.
Andy Kindler,,I don't remember much about my bar mitzvah. The only thing I remember - I killed! That's what I remembered. Nobody could follow me at my bar-mitzvah. It was over when I was done.
Andy Kindler,,"Once when Larry the Cable Guy was on Conan’s show, Conan O’Brien was so offended by Larry’s material, he had to walk away from the desk he was so offended."
Andy Kindler,rage,I’m doing a roast as if the roast was pure rage and I wasn’t there to kid.
Andy Kindler,,Pixar had to animate themselves jumping over a shark.
Andy Kindler,"holocaust,hitler",I’m Jewish… We’re a very nervous group. Paranoid. Anxiety-ridden. Maybe that Hitler thing made us a little jumpy. Nothing like a Holocaust to make you mind your Ps and Qs for a couple hundred years I always say.
Andy Kindler,dogs,"They had a sign, and it said, 'Do not allow your dog to chase, injury or worry wildlife.' I understand the chasing and injuring part, but how is a dog going to 'worry' wildlife? Dog's going to run up to a bird: 'Hey, I think you've got something on your beak. It could be a tumor.'"
Andy Kindler,,"I was in Philadelphia - a very angry town, Philadelphia. I've never seen a town like this. It's supposed to be the City of Brotherly Love - like when my brother was 12 and I was nine, and he would lean on my shoulder and dangle spit in my face."
Andy Kindler,,"If I don't believe in Jesus, maybe I don't believe in Hell. Did you ever think of that? You're so excited about it, why don't you go to Hell? It's your concept; you invented it."
Andy Kindler,,I believe conspiracy theories are part of a larger conspiracy to distract us from the real conspiracy. String theory.
Andy Kindler,"men,women","I actually performed at an orthodox Jewish wedding, where the men were separated from the women, but they both came together to not enjoy what I was talking about."
Andy Kindler,,BJ Novak gets the Perseverance Award for graduating from Harvard and being unemployed for the entire plane ride to Los Angeles.
Andy Kindler,,"My friend taught me this one. You take the heel of your hand, you can shove someone's nose right through their brain. I can't even watch someone blow their nose. If I'm in a fight, I'm not gonna be shoving or poking, I'm gonna be running or begging - that's my two choices, right there."
Andy Kindler,white people,"Republicans are just rich, old, white people - that's all they are. You ever see the Republican National Convention? All white people - six black people: paid actors. James Earl Jones in his most difficult, challenging role! Tune in and attempt to watch him look pleased during a George Bush speech. And Clarence Thomas - as himself."
Andy Kindler,hitler,"Jewish people, we're repulsed by Hitler, but we're obsessed with him. If you ever want to rob a Jewish person's house, all you have to do is call them up and tell them there's a Hitler film festival down at the multiplex - watch them file out."
Andy Kindler,,"You know, civil rights is great and everything, but a lot of people don't realize that plumbers in the South make less money than when they used to install separate drinking fountains."
Andy Kindler,driving,I noticed when I was driving around that they changed the name of the Interborough Parkway to the Jackie Robinson Parkway. And the Interborough family is very upset about this...
Andy Kindler,"dreams,obama","President Obama. He is the man. I’ve tried the rest, and he is the best. My dream is for him to appoint me to be the Secretary of Humor. My first act will be to make whatever Larry the Cable Guy is doing illegal."
Andy Kindler,,Kevin James is going to do a couple of specials. One’s called It’s Getting Muggy In Here.
Andy Kindler,"holidays,hell,future","Jewish people, we don't believe in Hell or a future place to suffer. We're suffering right now. Every one of our holidays celebrates how much we've suffered. Passover - we're celebrating 5,000 years ago, God passed over our houses and murdered all the Egyptians. We're celebrating, 'Hey, thank God we didn't get slaughtered.'"
Andy Kindler,,"Over in Amsterdam, they spoke pot. They mix it with hash and tobacco and they roll it together. And the reason why they do that: they have so many vices, they have to combine them. “Oh, I’ll smoke pot but I don’t want to have that cut into my cigarette smoking time. I’m doin’ a hooker in 10 minutes.”"
Andy Kindler,wife,My wife and I want to try swapping. We want to go to one of those key parties where you put your keys in a bowl. But we just want to upgrade our car.
Andy Kindler,future,I made fun of Adam Sandler so that future generations of comedians could be cast in his movies. I made fun of Jay leno so there could be a Jimmy Fallon.
Andy Kindler,,"Tracy Morgan apologizes for his homophobic rant, still no apologies for the sketch about the guy living under the street."
Andy Kindler,"dating,embarrassment","I dated this woman for three weeks, and then she told me that she had a penis. I thought we were just role-playing. It was unbelievable. I was so shocked and embarrassed by it, it took me three more weeks to convince her to start wearing condoms."
Andy Kindler,,"George Lopez does so much mugging, I’m surprised he’s not up on charges."
Andy Kindler,,"Whenever I watch the beginning of Jimmy Fallon, I feel like I should sue the Roots for bait and switch."
Andy Kindler,,Carrot Top will be doing a show about the history of ancient trunks. Gallagher will be smashing ancient fruit.
Andy Kindler,,I was recently voted best standup never to win a major.
Andy Kindler,,Dave Rath is recovering. A month ago he had hip pocket replacement surgery.
Andy Kindler,,"My Jihad energy drink isn’t going to go. Ramadan noodles, not going to go. My Islamic version of the 3 Stooges, with Mohammed and whatever would be the Islamic version of Larry and Curly..."
Andy Kindler,,"My cat’s fully capable of speaking, but he says he’s afraid of me turning it into a Kevin James vehicle."
Andy Kindler,,George Lopez has to get a physical comedy checkup every year to make sure his bulging eyes don’t get out of control... Good news George... you are humor free! There’s no sign of comedy anywhere in your blood stream.
Andy Kindler,,The saddest day in Pixar history was when some guy said ‘get Larry the Cable Guy on the phone.
Andy Kindler,,"Pixar has announced Larry the Cable Guy will be starring in Cars 3 thru 6. Howie Mandel will be playing his sidekick, Mopey the Moped."
Andy Kindler,,How did Dr. Drew become the only psychologist who appears on tv. Did he sign an exclusive with CNN?
Andy Kindler,confidence,I do have insecurities. I don’t know if you can tell. I’m not brimming with confidence.
Andy Kindler,,I get some acting jobs. I like it other than the constant slipping in and out of character.
Andy Kindler,,Why does Louis CK get named Comedy Person of the Year? I should be named Comedy Person of the Year just so I can parlay it into another few weeks of road work.
Andy Kindler,,"Judge Judy went to the hospital because she was having intestinal troubles. Turns out, she hates her own guts."
Andy Kindler,,"I watched Master Class with Lorne Michaels on OWN. How can somebody produce a sketch show and talk for an hour and not say something even slightly amusing, or sarcastic, or ironic, or interesting, or informative? ‘My mission as a producer is to encourage creativity.’ Mission accomplished."
Andy Kindler,,Some of my inventions didn’t take off. I invented a url lengthener.
Andy Kindler,language,"Eddie Izzard is doing his show in French... Will he be able to fake ad-lib as well in other languages? He’s been speaking French for a while now, but he’s talking about doing his act in German. Haven’t the German people suffered enough?"
Andy Kindler,holocaust,I'm sorry and ashamed to report that I'm not actually a Jew. I was pretending to be a Jew to minimize the holocaust.
Andy Kindler,,I don’t think there’s anything Craig Ferguson could say that would make me laugh. Ad-libbing is not the same as entertainment.
Andy Kindler,,"Alexander Graham Bell was the first person to ever sarcastically say ""hello"". ""Hellooo, I invented the telephone!"""
Andy Kindler,,"You like my shirt? Isn't that nice? $8.50 in a thrift shop. At that price, I can afford not to like it."
Andy Kindler,,I actually wrote a speech. Normally I do bullet points and run-on sentences.
Andy Kindler,,They are telling me there is no way I can fill up an entire room. There must be a constant reminder that I’m not quite able to fill a room.
Andy Kindler,,"The motto of my comedy workshop: “If I can’t make you funny, maybe you’re not. Ever think of that?”"
Andy Kindler,hitler,"Here's a way to break up an astrological love-fest: you just stick your head in the middle of the people and go, 'Uh, you know, Hitler was a Sagittarius.'"
Andy Kindler,"rage,stuff","Some of my stuff, I realize is just rage."
Andy Kindler,talent,"There’s a lot of controversy online, some people say i’m a genius and other say i’m hugely talented."
Andy Kindler,,"I don’t know what Tracy Morgan does on stage, but I can assure you it’s no act."
Andy Kindler,,Comedy Central made their own awards show. They were named best comedy channel.
Andy Kindler,,"I have no sympathy for the people who went to Charlie Sheen’s show and were disappointed. ""That didn’t seem very organized! That guy’s all over the map!"""
Andy Kindler,,Milk should be refrigerated even before opening.
Andy Kindler,hitler,"I’m still working on my time machine. If I ever perfect it, I’m going back in time to prevent Ace Ventura 2 from being made. And then I’m going after Hitler."
Andy Kindler,,"Judah Friedlander, I’m ok with you being the world champion for a few years more. That’s a hook with legs. But I think he should make one more hat, that says ‘there’s a limit to how funny words on a hat can be’. And then move to a chapeau."
Andy Kindler,,Jimmy Buffet was entertaining people at the last shuttle launch... talk about outdated technology.
Andy Kindler,,I don’t like any nastiness on tv unless it’s coming from me.
Andy Kindler,,"Maybe Bill Maher should just practice his monologue a few times before the show, so he wouldn’t find it so hilarious. But I kid the asshole."
Andy Kindler,comedians,"Jamie Masada is paying for comedians, in lieu of paying them well, he’s paying for them to have therapy at the Laugh Factory. I can just imagine the comedians talking to the therapist ""I dunno, sometimes the audiences here just seem to suck... It is just me, or does the owner here seem crazy?"""
Andy Kindler,,They should also use focus groups only if you’re researching how a cookie tastes.
Andy Kindler,,"People are trying so hard to become famous. Johnny Marbles, he tried to throw a pie in Rupert Murdoch’s face. What do I gotta do, give Sumner Redstone a wedgie?"
Andy Kindler,,"I’m on a show called Wizards of Wavery Place, and I like it, but I’m unable to convince my Tivo that I wouldn’t also like iCarly."
Andy Kindler,,CNN has a thing called You Choose the News. Y’know what CNN? I’m turning you on because I don’t know the news. I was hoping you could help me.
Andy Kindler,,I watched Anderson Cooper 360 for a year before I realized that the second hour was a repeat of the first. I just thought his reporting seemed familiar.
Andy Kindler,,"They shouldn’t call anything a boot camp unless you’re going off to war. Standup boot camp has been a fantastic thing, for the people putting it on. They keep you out in the woods and won’t let you come back until you’re funny. Lenny Bruce came up with his Religions Inc. bit on a day hike."
Andy Kindler,"money,doctors","Jewish people, we don't need the money. We're doctors and lawyers. It's the Christians who can't hold a steady job and have to go on TV and ask for money."
Andy Kindler,,"Ever since I've switched to the clean syringes, I've never felt better in my entire life."
Andy Kindler,,Next Fall Dr. Drew has a new show coming out: Overdosing with the Stars.
Andy Kindler,,I don’t really know what’s wrong with Jay Leno. I don’t have the training to make a professional diagnosis.
Ant,"gays,hate","My brother hates gay people - hates us. 'We should take all you gays and stick you on an island.' 'Well they have, Frank. We call it Manhattan.'"
Ant,,"I'm so gay, I could put a lisp in the word 'cracker.'"
Ant,"husband,wife","I have a wife back in LA who is so pissed at me... yeah, she’s so mad I’m sleeping with her husband."
Ant,,People are basically good. We all fall. I have so much faith in humanity. That's why God created forgiveness. For those that don't deserve it. You can't spell beautiful without you.
Ant,,Shine. Do. Become. Repeat.
Ant,,Miracles happen when fear isn't looking.
Ant,"sport,boxing",Gay people invented sports. Think about it. Boxing. Two topless men... in silk shorts... fighting over a belt and a purse.
Anthony Jeselnik,ex-girlfriend,"My ex-girlfriend have a lot of like really annoying habits, you know I think the worst was she love to read women’s magazines like Cosmo or things like Cosmo and she would flip straight to the relationship quiz, and not only would she present that to me, as if it was like a fun activity for us to do together, even though every question is designed to fuck my entire world. But even worse is she would get mad at my answers and make me change them, so we’d get the best score."
Anthony Jeselnik,,"It's impossible for me to hear the words ""quadruple murder suicide"" without thinking of my grandparents."
Anthony Jeselnik,parents,"We just found out my little brother has a peanut allergy, which is very serious I know. But still I feel like my parents are totally overreacting - they caught me eating a tiny little bag of airline peanuts and they kicked me out of his funeral."
Anthony Jeselnik,judgment,Only God can judge wet t-shirt contests.
Anthony Jeselnik,homeless,I spent all night feeding the homeless to dogs.
Anthony Jeselnik,teachers,I used to have sex with my teachers in exchange for good grades on teacher evaluations.
Anthony Jeselnik,"embarrassment,masturbation",This is embarrassing. My friend accidentally killed himself masturbating when he was just trying to kill himself.
Anthony Jeselnik,"kids,family","I’ve got a long history of suicide in my family; the good news is it skips a generation, so, if I’m lucky, my kids will kill themselves."
Anthony Jeselnik,laws,"George Zimmerman wants to go to law school. I believe his exact words were, “I’d kill to be a lawyer.”"
Anthony Jeselnik,christmas,St. Patrick's Day is what Christmas would be like if Jesus had been killed by a car bomb.
Anthony Jeselnik,"comedians,audience","You can't expect everyone to laugh or applaud you for doing edgy things. Sometimes you'll miss. But I think comedians are artists and there's a value in failure. It kind of works both ways between comedians and audiences. The audience has to understand that comedians are going to sometimes tell a joke that doesn't work out with dark subjects, and the comedian has to understand that sometimes they 'll fail and it's not the audience's fault for not getting it or loving it."
Anthony Jeselnik,masturbation,"My nephew killed himself masturbating but, officially, the cause of death is exhaustion."
Anthony Jeselnik,chicago,"Last week, the city of Detroit filed for bankrupty, it became obvious that Detorit was in trouble when it offered to suck chicago’s dick."
Anthony Jeselnik,politics,I can't talk politics with my cousin because he's such a hypocrite. He's against the death penalty and he hanged himself.
Anthony Jeselnik,"girlfriends,gifts","A couple of months ago, I gave my girlfriend some fancy lingerie, and she actually got mad at me. She said, 'Anthony, I think this is more of a gift for you than it is for me.' And I said, 'If you want to get technical, it was originally a gift for my last girlfriend.'"
Anthony Jeselnik,twitter,"On Twitter, when someone would die, I would write a joke. Or if there's a tragedy, I would write a joke and tweet it. That was my thing, and then at a certain point, people started demanding it."
Anthony Jeselnik,babies,Babies are the only people I actually trust as far as I can throw them.
Anthony Jeselnik,,I just started a fire in a crowded movie theater. Nobody said shit.
Anthony Jeselnik,,"I'm not just offensive, I'm very smart about the way that I do it, and that takes a lot of time. People say that young comics shouldn't be trying these things. That's ridiculous. You should try everything and see what sticks."
Anthony Jeselnik,,I thought I was a father once. But then they did a blood test on the baby and the baby died.
Anthony Jeselnik,,I just took a dump that reminded me of my childhood. Because it was as big as a child.
Anthony Jeselnik,girlfriends,I'm having trouble convincing my girlfriend to start a fight club.
Anthony Jeselnik,"animals,ex-girlfriend",My ex girlfriend kept stuffed animals all over her bed. It really killed the mood. Because she was a taxidermist.
Anthony Jeselnik,,The best way to break up with a girl is like I'm taking off a band-aid. Slowly and in the shower.
Anthony Jeselnik,advertising,Why don't they put bears in Tampax commercials?
Anthony Jeselnik,"girlfriends,birthday",Last year I gave my girlfriend eyeglasses for her birthday. This year I got her Lasik surgery. Because she didn't need the glasses.
Anthony Jeselnik,girlfriends,"If my girlfriend ever turned into a zombie, I would not hesitate to wear a condom."
Anthony Jeselnik,girlfriends,My girlfriend is pregnant. She asked me if we should have it and I said yes. We should have it cremated.
Anthony Jeselnik,,"After a one night stand, make sure you wait two days before you call and tell her she has AIDS."
Anthony Jeselnik,,"I would write 100 jokes a day. Most of them were terrible. But I just said, 'I'll write more than everybody else, and that's how I'll get better.'"
Anthony Jeselnik,,"My girlfriend wants me to choke her while we're having sex. But I say, what's wrong with while we're having dinner?"
Anthony Jeselnik,,Everyone makes mistakes. That's why pencils have abortions.
Anthony Jeselnik,kids,"On Thanksgiving, I visit the hospital and deep fry turkeys for the kids in the burn unit, just to see the looks on their ""faces."""
Anthony Jeselnik,,"When I was little, I would burn ants with a magnifying glass. But now that I'm older, I'm more of a cat guy."
Anthony Jeselnik,,I've been absolutely furious for no reason lately. Maybe I'll feel better if I find a good psychiatrist and beat him to death.
Anthony Jeselnik,,"I don't have a type, really. But I've always been more attracted to girls who yell ""fire."""
Anthony Jeselnik,,I'm not the voice of reason; I'm more the guy using these offensive topics as fodder to raise tension in a joke.
Anthony Jeselnik,audience,"I don't think people shouldn't try to be edgy, but you have to take what the audience says to you in consideration."
Anthony Jeselnik,worth,I feel worthless. My girlfriend was attacked on the subway yesterday. And I can't even enjoy it.
Anthony Jeselnik,,What do they call that hat Jewish guys always wear? A Yankees cap.
Anthony Jeselnik,,I think my friends wife has been banging a black guy. Because they just had a baby. And the baby had a hole in it.
Anthony Jeselnik,,Why would anyone want to put a mosque at ground zero when we could put a Six Flags at ground zero?
Anthony Jeselnik,,"I've got a kid in Africa that I feed, that I clothe, that I school, that I inoculate for 75 cents a day. Which is practically nothing compared to what it cost to send him there."
Anthony Jeselnik,"complaints,girlfriends,dating",My neighbor complains every time my girlfriend and I have sex. We're not even that loud. But he used to date my girlfriend.
Anthony Jeselnik,,I wish my family had taken more pictures when I was growing up. Instead of always having to draw everything.
Anthony Jeselnik,dating,I let a friend set me up on a blind date. It was a disaster. She ended up being a burn victim. By the end of the night.
Anthony Jeselnik,hollywood,"Ellen Page says that the sexism in Hollywood is constant. You might remember her from her movie Juno, where she played a mouthy chick with no tits."
Anthony Jeselnik,,So glad I'm not the only guy who thinks about killing everyone wearing a hoodie.
Anthony Jeselnik,,"No, I did not really punch the woman in the Honeymooners bit. We had a makeup artist punch her."
Anthony Jeselnik,girlfriends,"She got really mad a month ago, because she had e-mailed me a naked picture of herself - which is a nice thing to do - but then I messed up, and I accidentally forwarded that e-mail to both of my parents. Now, my girlfriend is furious, mortified, but I don't even care, 'cause now I have to call up my mother and say 'Mom, I am so sorry - that picture was just for dad.'"
Anthony Jeselnik,money,"Tom Cruise's pre-nup lets him keep his money, the kids and Katie Holmes."
Anthony Jeselnik,,"In the second grade, I would just get bored and a joke would pop into my head and I would have to say it. It was almost like I had some brilliant novel in my head that I had to get down, and I would interrupt class all the time and get in trouble."
Anthony Jeselnik,,"I never knew if I would get my own show, but I knew I loved stand-up."
Anthony Jeselnik,,"Every Thanksgiving, I like to invite the less fortunate over to my place for a great big dinner. And give them the wrong address."
Anthony Jeselnik,driving,"If you drink, don’t drive. Or if you do, at least try to crash into some asshole in a Corvette or something."
Anthony Jeselnik,,Two words no woman should ever have to hear: Triple Mastectomy.
Anthony Jeselnik,,I paid to have sex with a midget once. But I was wasted. And no one told me she was 18.
Anthony Jeselnik,,People in Iceland must be into some pretty freaky shit if they can't find a single virgin to throw into that volcano.
Anthony Jeselnik,,"Sure, retarded jokes write themselves. But the spelling is always way off."
Anthony Jeselnik,,"Do whatever you want, whenever you want to do it and, as long as you look confident, no one will give you any shit. Put that on the back of a locket, then swallow it."
Anthony Jeselnik,"school,money,death,accidents","When I finished high school I wanted to take all my graduation money and buy myself a motorcycle. Buy my mom said no. See, she had a brother who died in a horrible motorcycle accident when he was 18. And I could just have his motorcycle."
Anthony Jeselnik,,Nobody ever went broke telling the American public to fuck themselves.
